Mine,Location Description,model_stats,loc_name,sample_name,Season,sample_date,Month,Day,Year,analytic_method,chemical_name,result_text,detect_flag,lab_qualifiers,reporting_detection_limit,result_nd,fraction,sample_type_code,parent_sample_code,result_unit,lab_sdg,sample_id,test_id
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/12/2018,7,12,2018,E3030B/SW6020A,Selenium,0.000066,Y,,0.00005,0.000066,D,N,,mg/L,L2133011,688825798,688826055
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SUMMER,7/13/2018,7,13,2018,E200.2/SW6020A,Aluminum,0.0297,Y,,0.003,0.0297,T,N,,mg/L,L2133011,688825800,688826091
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SUMMER,7/13/2018,7,13,2018,E200.2/SW6020A,Arsenic,0.00027,Y,,0.0001,0.00027,T,N,,mg/L,L2133011,688825800,688826091
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SUMMER,7/13/2018,7,13,2018,E200.2/SW6020A,Copper,0.00061,Y,,0.0005,0.00061,T,N,,mg/L,L2133011,688825800,688826091
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SUMMER,7/13/2018,7,13,2018,E200.2/SW6020A,Selenium,0.000062,Y,,0.00005,0.000062,T,N,,mg/L,L2133011,688825800,688826091
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SUMMER,7/13/2018,7,13,2018,E3030B/SW6020A,Aluminum,0.0181,Y,,0.001,0.0181,D,N,,mg/L,L2133011,688825800,688826093
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SUMMER,7/13/2018,7,13,2018,E3030B/SW6020A,Arsenic,0.00024,Y,,0.0001,0.00024,D,N,,mg/L,L2133011,688825800,688826093
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SUMMER,7/13/2018,7,13,2018,E3030B/SW6020A,Copper,0.00077,Y,,0.0002,0.00077,D,N,,mg/L,L2133011,688825800,688826093
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SUMMER,7/13/2018,7,13,2018,E3030B/SW6020A,Selenium,0.000055,Y,,0.00005,0.000055,D,N,,mg/L,L2133011,688825800,688826093
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/12/2018,7,12,2018,E200.2/SW6020A,Aluminum,0.0453,Y,,0.003,0.0453,T,N,,mg/L,L2133011,688825801,688826110
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/12/2018,7,12,2018,E200.2/SW6020A,Arsenic,0.00022,Y,,0.0001,0.00022,T,N,,mg/L,L2133011,688825801,688826110
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/12/2018,7,12,2018,E200.2/SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L2133011,688825801,688826110
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/12/2018,7,12,2018,E200.2/SW6020A,Selenium,0.000078,Y,,0.00005,0.000078,T,N,,mg/L,L2133011,688825801,688826110
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/12/2018,7,12,2018,E3030B/SW6020A,Aluminum,0.0325,Y,,0.001,0.0325,D,N,,mg/L,L2133011,688825801,688826112
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/12/2018,7,12,2018,E3030B/SW6020A,Arsenic,0.0002,Y,,0.0001,0.0002,D,N,,mg/L,L2133011,688825801,688826112
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/12/2018,7,12,2018,E3030B/SW6020A,Copper,0.00041,Y,,0.0002,0.00041,D,N,,mg/L,L2133011,688825801,688826112
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/12/2018,7,12,2018,E3030B/SW6020A,Selenium,,N,<,0.00005,0.000025,D,N,,mg/L,L2133011,688825801,688826112
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/12/2018,7,12,2018,E200.2/SW6020A,Aluminum,0.0193,Y,,0.003,0.0193,T,N,,mg/L,L2133011,688825802,688826129
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/12/2018,7,12,2018,E200.2/SW6020A,Arsenic,0.00024,Y,,0.0001,0.00024,T,N,,mg/L,L2133011,688825802,688826129
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/12/2018,7,12,2018,E200.2/SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L2133011,688825802,688826129
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/12/2018,7,12,2018,E200.2/SW6020A,Selenium,,N,<,0.00005,0.000025,T,N,,mg/L,L2133011,688825802,688826129
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/12/2018,7,12,2018,E3030B/SW6020A,Aluminum,0.0099,Y,,0.001,0.0099,D,N,,mg/L,L2133011,688825802,688826131
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/12/2018,7,12,2018,E3030B/SW6020A,Arsenic,0.00025,Y,,0.0001,0.00025,D,N,,mg/L,L2133011,688825802,688826131
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/12/2018,7,12,2018,E3030B/SW6020A,Copper,0.00039,Y,,0.0002,0.00039,D,N,,mg/L,L2133011,688825802,688826131
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/12/2018,7,12,2018,E3030B/SW6020A,Selenium,,N,<,0.00005,0.000025,D,N,,mg/L,L2133011,688825802,688826131
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/30/2018,9,30,2018,E200.2/SW6020A,Aluminum,0.128,Y,,0.003,0.128,T,N,,mg/L,L2174305,688827392,688827565
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/30/2018,9,30,2018,E200.2/SW6020A,Arsenic,0.00033,Y,,0.0001,0.00033,T,N,,mg/L,L2174305,688827392,688827565
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/30/2018,9,30,2018,E200.2/SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L2174305,688827392,688827565
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/30/2018,9,30,2018,E200.2/SW6020A,Selenium,0.000058,Y,,0.00005,0.000058,T,N,,mg/L,L2174305,688827392,688827565
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/30/2018,9,30,2018,E3030B/SW6020A,Aluminum,0.121,Y,,0.001,0.121,D,N,,mg/L,L2174305,688827392,688827568
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/30/2018,9,30,2018,E3030B/SW6020A,Arsenic,0.00027,Y,,0.0001,0.00027,D,N,,mg/L,L2174305,688827392,688827568
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/30/2018,9,30,2018,E3030B/SW6020A,Copper,0.0002,Y,,0.0002,0.0002,D,N,,mg/L,L2174305,688827392,688827568
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/30/2018,9,30,2018,E3030B/SW6020A,Selenium,0.000052,Y,,0.00005,0.000052,D,N,,mg/L,L2174305,688827392,688827568
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/30/2018,9,30,2018,E200.2/SW6020A,Aluminum,0.0679,Y,,0.003,0.0679,T,N,,mg/L,L2174305,688827393,688827586
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/30/2018,9,30,2018,E200.2/SW6020A,Arsenic,0.00021,Y,,0.0001,0.00021,T,N,,mg/L,L2174305,688827393,688827586
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/30/2018,9,30,2018,E200.2/SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L2174305,688827393,688827586
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/30/2018,9,30,2018,E200.2/SW6020A,Selenium,0.000061,Y,,0.00005,0.000061,T,N,,mg/L,L2174305,688827393,688827586
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/30/2018,9,30,2018,E3030B/SW6020A,Aluminum,0.0403,Y,,0.001,0.0403,D,N,,mg/L,L2174305,688827393,688827588
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/30/2018,9,30,2018,E3030B/SW6020A,Arsenic,0.00018,Y,,0.0001,0.00018,D,N,,mg/L,L2174305,688827393,688827588
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/30/2018,9,30,2018,E3030B/SW6020A,Copper,0.00023,Y,,0.0002,0.00023,D,N,,mg/L,L2174305,688827393,688827588
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/30/2018,9,30,2018,E3030B/SW6020A,Selenium,,N,<,0.00005,0.000025,D,N,,mg/L,L2174305,688827393,688827588
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,FALL,10/4/2018,10,4,2018,E200.2/SW6020A,Aluminum,0.0311,Y,,0.003,0.0311,T,N,,mg/L,L2179167,688828372,688828597
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,FALL,10/4/2018,10,4,2018,E200.2/SW6020A,Arsenic,0.00026,Y,,0.0001,0.00026,T,N,,mg/L,L2179167,688828372,688828597
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,FALL,10/4/2018,10,4,2018,E200.2/SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L2179167,688828372,688828597
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,FALL,10/4/2018,10,4,2018,E200.2/SW6020A,Selenium,0.000063,Y,,0.00005,0.000063,T,N,,mg/L,L2179167,688828372,688828597
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,FALL,10/4/2018,10,4,2018,E3030B/SW6020A,Aluminum,0.0208,Y,,0.001,0.0208,D,N,,mg/L,L2179167,688828372,688828599
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,FALL,10/4/2018,10,4,2018,E3030B/SW6020A,Arsenic,0.00021,Y,,0.0001,0.00021,D,N,,mg/L,L2179167,688828372,688828599
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,FALL,10/4/2018,10,4,2018,E3030B/SW6020A,Copper,0.00037,Y,,0.0002,0.00037,D,N,,mg/L,L2179167,688828372,688828599
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,FALL,10/4/2018,10,4,2018,E3030B/SW6020A,Selenium,0.00006,Y,,0.00005,0.00006,D,N,,mg/L,L2179167,688828372,688828599
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,10/2/2018,10,2,2018,E200.2/SW6020A,Aluminum,0.0201,Y,,0.003,0.0201,T,N,,mg/L,L2179167,688828373,688828616
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,10/2/2018,10,2,2018,E200.2/SW6020A,Arsenic,0.00026,Y,,0.0001,0.00026,T,N,,mg/L,L2179167,688828373,688828616
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,10/2/2018,10,2,2018,E200.2/SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L2179167,688828373,688828616
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,10/2/2018,10,2,2018,E200.2/SW6020A,Selenium,0.000068,Y,,0.00005,0.000068,T,N,,mg/L,L2179167,688828373,688828616
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,10/2/2018,10,2,2018,E3030B/SW6020A,Aluminum,0.0063,Y,,0.001,0.0063,D,N,,mg/L,L2179167,688828373,688828618
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,10/2/2018,10,2,2018,E3030B/SW6020A,Arsenic,0.00025,Y,,0.0001,0.00025,D,N,,mg/L,L2179167,688828373,688828618
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,10/2/2018,10,2,2018,E3030B/SW6020A,Copper,,N,<,0.0002,0.0001,D,N,,mg/L,L2179167,688828373,688828618
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,10/2/2018,10,2,2018,E3030B/SW6020A,Selenium,0.000083,Y,,0.00005,0.000083,D,N,,mg/L,L2179167,688828373,688828618
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SPRING,5/20/2018,5,20,2018,E200.2/SW6020A,Aluminum,0.0585,Y,,0.003,0.0585,T,N,,mg/L,L2098870,688829743,688829873
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SPRING,5/20/2018,5,20,2018,E200.2/SW6020A,Arsenic,0.00021,Y,,0.0001,0.00021,T,N,,mg/L,L2098870,688829743,688829873
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SPRING,5/20/2018,5,20,2018,E200.2/SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L2098870,688829743,688829873
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SPRING,5/20/2018,5,20,2018,E200.2/SW6020A,Selenium,,N,<,0.00005,0.000025,T,N,,mg/L,L2098870,688829743,688829873
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SPRING,5/20/2018,5,20,2018,E3030B/SW6020A,Aluminum,0.0525,Y,,0.001,0.0525,D,N,,mg/L,L2098870,688829743,688829875
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SPRING,5/20/2018,5,20,2018,E3030B/SW6020A,Arsenic,0.00016,Y,,0.0001,0.00016,D,N,,mg/L,L2098870,688829743,688829875
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SPRING,5/20/2018,5,20,2018,E3030B/SW6020A,Copper,0.00022,Y,,0.0002,0.00022,D,N,,mg/L,L2098870,688829743,688829875
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SPRING,5/20/2018,5,20,2018,E3030B/SW6020A,Selenium,,N,<,0.00005,0.000025,D,N,,mg/L,L2098870,688829743,688829875
