Mine,Location Description,model_stats,loc_name,sample_name,Season,sample_date,Month,Day,Year,analytic_method,chemical_name,result_text,detect_flag,lab_qualifiers,reporting_detection_limit,result_nd,fraction,sample_type_code,parent_sample_code,result_unit,lab_sdg,sample_id,test_id
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,FALL,9/25/2016,9,25,2016,SM3030E/SW6020A,Aluminum,0.0368,Y,,0.001,0.0368,T,N,,mg/L,L1834760,70935368,70935651
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,FALL,9/25/2016,9,25,2016,SM3030E/SW6020A,Arsenic,0.00029,Y,,0.0001,0.00029,T,N,,mg/L,L1834760,70935368,70935651
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,FALL,9/25/2016,9,25,2016,SM3030E/SW6020A,Copper,0.00049,Y,,0.0002,0.00049,T,N,,mg/L,L1834760,70935368,70935651
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,FALL,9/25/2016,9,25,2016,SM3030E/SW6020A,Selenium,,N,,0.0001,0.00005,T,N,,mg/L,L1834760,70935368,70935651
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,FALL,9/29/2016,9,29,2016,E3030B/SW6020A,Aluminum,0.0063,Y,,0.001,0.0063,D,N,,mg/L,L1837577,70935571,70936749
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,FALL,9/29/2016,9,29,2016,E3030B/SW6020A,Arsenic,0.00024,Y,,0.0001,0.00024,D,N,,mg/L,L1837577,70935571,70936749
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,FALL,9/29/2016,9,29,2016,E3030B/SW6020A,Copper,0.00031,Y,,0.0002,0.00031,D,N,,mg/L,L1837577,70935571,70936749
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,FALL,9/29/2016,9,29,2016,E3030B/SW6020A,Selenium,,N,,0.0001,0.00005,D,N,,mg/L,L1837577,70935571,70936749
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,FALL,9/29/2016,9,29,2016,SM3030E/SW6020A,Aluminum,0.0204,Y,,0.001,0.0204,T,N,,mg/L,L1837577,70935571,70936757
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,FALL,9/29/2016,9,29,2016,SM3030E/SW6020A,Arsenic,0.00024,Y,,0.0001,0.00024,T,N,,mg/L,L1837577,70935571,70936757
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,FALL,9/29/2016,9,29,2016,SM3030E/SW6020A,Copper,0.00039,Y,,0.0002,0.00039,T,N,,mg/L,L1837577,70935571,70936757
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,FALL,9/29/2016,9,29,2016,SM3030E/SW6020A,Selenium,,N,,0.0001,0.00005,T,N,,mg/L,L1837577,70935571,70936757
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,9/29/2016,9,29,2016,E3030B/SW6020A,Aluminum,0.0039,Y,,0.001,0.0039,D,N,,mg/L,L1837577,70935572,70936771
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,9/29/2016,9,29,2016,E3030B/SW6020A,Arsenic,0.00028,Y,,0.0001,0.00028,D,N,,mg/L,L1837577,70935572,70936771
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,9/29/2016,9,29,2016,E3030B/SW6020A,Copper,0.0003,Y,,0.0002,0.0003,D,N,,mg/L,L1837577,70935572,70936771
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,9/29/2016,9,29,2016,E3030B/SW6020A,Selenium,,N,,0.0001,0.00005,D,N,,mg/L,L1837577,70935572,70936771
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,9/29/2016,9,29,2016,SM3030E/SW6020A,Aluminum,0.0105,Y,,0.001,0.0105,T,N,,mg/L,L1837577,70935572,70936779
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,9/29/2016,9,29,2016,SM3030E/SW6020A,Arsenic,0.00025,Y,,0.0001,0.00025,T,N,,mg/L,L1837577,70935572,70936779
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,9/29/2016,9,29,2016,SM3030E/SW6020A,Copper,0.00032,Y,,0.0002,0.00032,T,N,,mg/L,L1837577,70935572,70936779
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,9/29/2016,9,29,2016,SM3030E/SW6020A,Selenium,,N,,0.0001,0.00005,T,N,,mg/L,L1837577,70935572,70936779
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,1/17/2017,1,17,2017,E3030B/SW6020A,Aluminum,0.0101,Y,,0.001,0.0101,D,N,,mg/L,L1882305,73121060,73121705
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,1/17/2017,1,17,2017,E3030B/SW6020A,Arsenic,0.00029,Y,,0.0001,0.00029,D,N,,mg/L,L1882305,73121060,73121705
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,1/17/2017,1,17,2017,E3030B/SW6020A,Copper,0.00039,Y,,0.0002,0.00039,D,N,,mg/L,L1882305,73121060,73121705
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,1/17/2017,1,17,2017,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1882305,73121060,73121705
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,1/17/2017,1,17,2017,SM3030E/SW6020A,Aluminum,0.0159,Y,,0.001,0.0159,T,N,,mg/L,L1882305,73121060,73121713
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,1/17/2017,1,17,2017,SM3030E/SW6020A,Arsenic,0.00026,Y,,0.0001,0.00026,T,N,,mg/L,L1882305,73121060,73121713
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,1/17/2017,1,17,2017,SM3030E/SW6020A,Copper,0.00039,Y,,0.0002,0.00039,T,N,,mg/L,L1882305,73121060,73121713
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,1/17/2017,1,17,2017,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1882305,73121060,73121713
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,1/17/2017,1,17,2017,E3030B/SW6020A,Aluminum,0.0376,Y,,0.001,0.0376,D,N,,mg/L,L1882305,73121061,73121727
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,1/17/2017,1,17,2017,E3030B/SW6020A,Arsenic,0.00027,Y,,0.0001,0.00027,D,N,,mg/L,L1882305,73121061,73121727
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,1/17/2017,1,17,2017,E3030B/SW6020A,Copper,,N,<,0.0002,0.0001,D,N,,mg/L,L1882305,73121061,73121727
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,1/17/2017,1,17,2017,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1882305,73121061,73121727
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,1/17/2017,1,17,2017,SM3030E/SW6020A,Aluminum,0.0513,Y,,0.001,0.0513,T,N,,mg/L,L1882305,73121061,73121735
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,1/17/2017,1,17,2017,SM3030E/SW6020A,Arsenic,0.00027,Y,,0.0001,0.00027,T,N,,mg/L,L1882305,73121061,73121735
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,1/17/2017,1,17,2017,SM3030E/SW6020A,Copper,0.00042,Y,,0.0002,0.00042,T,N,,mg/L,L1882305,73121061,73121735
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,1/17/2017,1,17,2017,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1882305,73121061,73121735
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,1/17/2017,1,17,2017,E3030B/SW6020A,Aluminum,0.0035,Y,,0.001,0.0035,D,N,,mg/L,L1882305,73121062,73121749
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,1/17/2017,1,17,2017,E3030B/SW6020A,Arsenic,0.00033,Y,,0.0001,0.00033,D,N,,mg/L,L1882305,73121062,73121749
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,1/17/2017,1,17,2017,E3030B/SW6020A,Copper,0.00022,Y,,0.0002,0.00022,D,N,,mg/L,L1882305,73121062,73121749
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,1/17/2017,1,17,2017,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1882305,73121062,73121749
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,1/17/2017,1,17,2017,SM3030E/SW6020A,Aluminum,0.0076,Y,,0.001,0.0076,T,N,,mg/L,L1882305,73121062,73121757
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,1/17/2017,1,17,2017,SM3030E/SW6020A,Arsenic,0.0003,Y,,0.0001,0.0003,T,N,,mg/L,L1882305,73121062,73121757
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,1/17/2017,1,17,2017,SM3030E/SW6020A,Copper,0.00025,Y,,0.0002,0.00025,T,N,,mg/L,L1882305,73121062,73121757
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,1/17/2017,1,17,2017,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1882305,73121062,73121757
Gordon,Gordon,NO,AQF13 - Surface,DUP3,,1/17/2017,1,17,2017,E3030B/SW6020A,Aluminum,0.0035,Y,,0.001,0.0035,D,FD,AQF13WQ~L1882305,mg/L,L1882305,73121485,73122489
Gordon,Gordon,NO,AQF13 - Surface,DUP3,,1/17/2017,1,17,2017,E3030B/SW6020A,Arsenic,0.00032,Y,,0.0001,0.00032,D,FD,AQF13WQ~L1882305,mg/L,L1882305,73121485,73122489
Gordon,Gordon,NO,AQF13 - Surface,DUP3,,1/17/2017,1,17,2017,E3030B/SW6020A,Copper,0.00022,Y,,0.0002,0.00022,D,FD,AQF13WQ~L1882305,mg/L,L1882305,73121485,73122489
Gordon,Gordon,NO,AQF13 - Surface,DUP3,,1/17/2017,1,17,2017,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,FD,AQF13WQ~L1882305,mg/L,L1882305,73121485,73122490
Gordon,Gordon,NO,AQF13 - Surface,DUP3,,1/17/2017,1,17,2017,SM3030E/SW6020A,Aluminum,0.0077,Y,,0.001,0.0077,T,FD,AQF13WQ~L1882305,mg/L,L1882305,73121485,73122498
Gordon,Gordon,NO,AQF13 - Surface,DUP3,,1/17/2017,1,17,2017,SM3030E/SW6020A,Arsenic,0.0003,Y,,0.0001,0.0003,T,FD,AQF13WQ~L1882305,mg/L,L1882305,73121485,73122498
Gordon,Gordon,NO,AQF13 - Surface,DUP3,,1/17/2017,1,17,2017,SM3030E/SW6020A,Copper,0.00024,Y,,0.0002,0.00024,T,FD,AQF13WQ~L1882305,mg/L,L1882305,73121485,73122498
Gordon,Gordon,NO,AQF13 - Surface,DUP3,,1/17/2017,1,17,2017,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,FD,AQF13WQ~L1882305,mg/L,L1882305,73121485,73122499
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,2/20/2017,2,20,2017,E3030B/SW6020A,Aluminum,0.0041,Y,,0.001,0.0041,D,N,,mg/L,L1893433,73650108,73650288
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,2/20/2017,2,20,2017,E3030B/SW6020A,Arsenic,0.00029,Y,,0.0001,0.00029,D,N,,mg/L,L1893433,73650108,73650288
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,2/20/2017,2,20,2017,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1893433,73650108,73650288
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,2/20/2017,2,20,2017,E3030B/SW6020A,Copper,0.0006,Y,,0.0002,0.0006,D,N,,mg/L,L1893433,73650108,73650289
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,2/20/2017,2,20,2017,SM3030E/SW6020A,Aluminum,0.0071,Y,,0.001,0.0071,T,N,,mg/L,L1893433,73650108,73650297
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,2/20/2017,2,20,2017,SM3030E/SW6020A,Arsenic,0.0003,Y,,0.0001,0.0003,T,N,,mg/L,L1893433,73650108,73650297
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,2/20/2017,2,20,2017,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1893433,73650108,73650297
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,2/20/2017,2,20,2017,SM3030E/SW6020A,Copper,0.00055,Y,,0.0002,0.00055,T,N,,mg/L,L1893433,73650108,73650298
Gordon,Gordon,NO,AQF13 - Surface,DUP3,,2/20/2017,2,20,2017,E3030B/SW6020A,Aluminum,0.004,Y,,0.001,0.004,D,FD,AQF13WQ~L1893433,mg/L,L1893433,73650136,73650925
Gordon,Gordon,NO,AQF13 - Surface,DUP3,,2/20/2017,2,20,2017,E3030B/SW6020A,Arsenic,0.00031,Y,,0.0001,0.00031,D,FD,AQF13WQ~L1893433,mg/L,L1893433,73650136,73650925
Gordon,Gordon,NO,AQF13 - Surface,DUP3,,2/20/2017,2,20,2017,E3030B/SW6020A,Copper,0.00022,Y,,0.0002,0.00022,D,FD,AQF13WQ~L1893433,mg/L,L1893433,73650136,73650925
Gordon,Gordon,NO,AQF13 - Surface,DUP3,,2/20/2017,2,20,2017,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,FD,AQF13WQ~L1893433,mg/L,L1893433,73650136,73650925
Gordon,Gordon,NO,AQF13 - Surface,DUP3,,2/20/2017,2,20,2017,SM3030E/SW6020A,Aluminum,0.0081,Y,,0.001,0.0081,T,FD,AQF13WQ~L1893433,mg/L,L1893433,73650136,73650933
Gordon,Gordon,NO,AQF13 - Surface,DUP3,,2/20/2017,2,20,2017,SM3030E/SW6020A,Arsenic,0.00032,Y,,0.0001,0.00032,T,FD,AQF13WQ~L1893433,mg/L,L1893433,73650136,73650933
Gordon,Gordon,NO,AQF13 - Surface,DUP3,,2/20/2017,2,20,2017,SM3030E/SW6020A,Copper,0.00056,Y,,0.0002,0.00056,T,FD,AQF13WQ~L1893433,mg/L,L1893433,73650136,73650933
Gordon,Gordon,NO,AQF13 - Surface,DUP3,,2/20/2017,2,20,2017,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,FD,AQF13WQ~L1893433,mg/L,L1893433,73650136,73650933
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,2/21/2017,2,21,2017,E3030B/SW6020A,Aluminum,0.0094,Y,,0.001,0.0094,D,N,,mg/L,L1894952,73651366,73651319
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,2/21/2017,2,21,2017,E3030B/SW6020A,Arsenic,0.00027,Y,,0.0001,0.00027,D,N,,mg/L,L1894952,73651366,73651319
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,2/21/2017,2,21,2017,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1894952,73651366,73651319
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,2/21/2017,2,21,2017,E3030B/SW6020A,Copper,0.00032,Y,,0.0002,0.00032,D,N,,mg/L,L1894952,73651366,73651320
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,2/21/2017,2,21,2017,SM3030E/SW6020A,Aluminum,0.0129,Y,,0.001,0.0129,T,N,,mg/L,L1894952,73651366,73651327
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,2/21/2017,2,21,2017,SM3030E/SW6020A,Arsenic,0.00024,Y,,0.0001,0.00024,T,N,,mg/L,L1894952,73651366,73651327
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,2/21/2017,2,21,2017,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1894952,73651366,73651327
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,2/21/2017,2,21,2017,SM3030E/SW6020A,Copper,0.00033,Y,,0.0002,0.00033,T,N,,mg/L,L1894952,73651366,73651328
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,2/21/2017,2,21,2017,E3030B/SW6020A,Aluminum,0.0412,Y,,0.001,0.0412,D,N,,mg/L,L1894952,73651367,73651516
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,2/21/2017,2,21,2017,E3030B/SW6020A,Arsenic,0.00027,Y,,0.0001,0.00027,D,N,,mg/L,L1894952,73651367,73651516
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,2/21/2017,2,21,2017,E3030B/SW6020A,Copper,,N,<,0.0002,0.0001,D,N,,mg/L,L1894952,73651367,73651516
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,2/21/2017,2,21,2017,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1894952,73651367,73651516
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,2/21/2017,2,21,2017,SM3030E/SW6020A,Aluminum,0.0454,Y,,0.001,0.0454,T,N,,mg/L,L1894952,73651367,73651523
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,2/21/2017,2,21,2017,SM3030E/SW6020A,Arsenic,0.00022,Y,,0.0001,0.00022,T,N,,mg/L,L1894952,73651367,73651523
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,2/21/2017,2,21,2017,SM3030E/SW6020A,Copper,,N,<,0.0002,0.0001,T,N,,mg/L,L1894952,73651367,73651523
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,2/21/2017,2,21,2017,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1894952,73651367,73651523
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,3/27/2017,3,27,2017,E3030B/SW6020A,Copper,0.00061,Y,,0.0002,0.00061,D,N,,mg/L,L1907996,73652311,73653208
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,3/27/2017,3,27,2017,E3030B/SW6020A,Aluminum,0.0102,Y,,0.002,0.0102,D,N,,mg/L,L1907996,73652311,73653209
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,3/27/2017,3,27,2017,E3030B/SW6020A,Arsenic,0.00029,Y,,0.0001,0.00029,D,N,,mg/L,L1907996,73652311,73653209
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,3/27/2017,3,27,2017,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1907996,73652311,73653209
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,3/27/2017,3,27,2017,SM3030E/SW6020A,Copper,0.00064,Y,,0.0002,0.00064,T,N,,mg/L,L1907996,73652311,73653218
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,3/27/2017,3,27,2017,SM3030E/SW6020A,Aluminum,0.0178,Y,,0.002,0.0178,T,N,,mg/L,L1907996,73652311,73653219
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,3/27/2017,3,27,2017,SM3030E/SW6020A,Arsenic,0.00028,Y,,0.0001,0.00028,T,N,,mg/L,L1907996,73652311,73653219
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,3/27/2017,3,27,2017,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1907996,73652311,73653219
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,3/27/2017,3,27,2017,E3030B/SW6020A,Aluminum,0.0399,Y,,0.002,0.0399,D,N,,mg/L,L1907996,73652312,73653425
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,3/27/2017,3,27,2017,E3030B/SW6020A,Arsenic,0.00025,Y,,0.0001,0.00025,D,N,,mg/L,L1907996,73652312,73653425
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,3/27/2017,3,27,2017,E3030B/SW6020A,Copper,0.00074,Y,,0.0002,0.00074,D,N,,mg/L,L1907996,73652312,73653425
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,3/27/2017,3,27,2017,E3030B/SW6020A,Selenium,0.00022,Y,,0.0001,0.00022,D,N,,mg/L,L1907996,73652312,73653426
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,3/27/2017,3,27,2017,SM3030E/SW6020A,Aluminum,0.0502,Y,,0.002,0.0502,T,N,,mg/L,L1907996,73652312,73653434
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,3/27/2017,3,27,2017,SM3030E/SW6020A,Arsenic,0.00023,Y,,0.0001,0.00023,T,N,,mg/L,L1907996,73652312,73653434
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,3/27/2017,3,27,2017,SM3030E/SW6020A,Copper,0.00073,Y,,0.0002,0.00073,T,N,,mg/L,L1907996,73652312,73653434
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,3/27/2017,3,27,2017,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1907996,73652312,73653435
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,3/28/2017,3,28,2017,E3030B/SW6020A,Copper,,N,<,0.0002,0.0001,D,N,,mg/L,L1907996,73652313,73653449
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,3/28/2017,3,28,2017,E3030B/SW6020A,Aluminum,0.0031,Y,,0.002,0.0031,D,N,,mg/L,L1907996,73652313,73653450
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,3/28/2017,3,28,2017,E3030B/SW6020A,Arsenic,0.00026,Y,,0.0001,0.00026,D,N,,mg/L,L1907996,73652313,73653450
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,3/28/2017,3,28,2017,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1907996,73652313,73653450
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,3/28/2017,3,28,2017,SM3030E/SW6020A,Copper,,N,<,0.0002,0.0001,T,N,,mg/L,L1907996,73652313,73653459
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,3/28/2017,3,28,2017,SM3030E/SW6020A,Aluminum,0.0045,Y,,0.002,0.0045,T,N,,mg/L,L1907996,73652313,73653460
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,3/28/2017,3,28,2017,SM3030E/SW6020A,Arsenic,0.00022,Y,,0.0001,0.00022,T,N,,mg/L,L1907996,73652313,73653460
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,3/28/2017,3,28,2017,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1907996,73652313,73653460
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,5/25/2017,5,25,2017,E3030B/SW6020A,Aluminum,0.112,Y,,0.002,0.112,D,N,,mg/L,L1933350,226048161,226048291
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,5/25/2017,5,25,2017,E3030B/SW6020A,Arsenic,0.00024,Y,,0.0001,0.00024,D,N,,mg/L,L1933350,226048161,226048291
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,5/25/2017,5,25,2017,E3030B/SW6020A,Copper,0.0003,Y,,0.0002,0.0003,D,N,,mg/L,L1933350,226048161,226048291
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,5/25/2017,5,25,2017,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1933350,226048161,226048291
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,5/25/2017,5,25,2017,SM3030E/SW6020A,Aluminum,0.17,Y,,0.002,0.17,T,N,,mg/L,L1933350,226048161,226048299
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,5/25/2017,5,25,2017,SM3030E/SW6020A,Arsenic,0.00025,Y,,0.0001,0.00025,T,N,,mg/L,L1933350,226048161,226048299
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,5/25/2017,5,25,2017,SM3030E/SW6020A,Copper,0.00049,Y,,0.0002,0.00049,T,N,,mg/L,L1933350,226048161,226048299
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,5/25/2017,5,25,2017,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1933350,226048161,226048299
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SPRING,5/28/2017,5,28,2017,E3030B/SW6020A,Aluminum,0.0351,Y,,0.002,0.0351,D,N,,mg/L,L1935741,226048272,226048863
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SPRING,5/28/2017,5,28,2017,E3030B/SW6020A,Arsenic,0.00023,Y,,0.0001,0.00023,D,N,,mg/L,L1935741,226048272,226048863
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SPRING,5/28/2017,5,28,2017,E3030B/SW6020A,Copper,0.00036,Y,,0.0002,0.00036,D,N,,mg/L,L1935741,226048272,226048863
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SPRING,5/28/2017,5,28,2017,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1935741,226048272,226048863
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SPRING,5/28/2017,5,28,2017,SM3030E/SW6020A,Aluminum,0.0587,Y,,0.002,0.0587,T,N,,mg/L,L1935741,226048272,226048871
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SPRING,5/28/2017,5,28,2017,SM3030E/SW6020A,Arsenic,0.00039,Y,,0.0001,0.00039,T,N,,mg/L,L1935741,226048272,226048871
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SPRING,5/28/2017,5,28,2017,SM3030E/SW6020A,Copper,0.00053,Y,,0.0002,0.00053,T,N,,mg/L,L1935741,226048272,226048871
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SPRING,5/28/2017,5,28,2017,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1935741,226048272,226048871
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SPRING,5/25/2017,5,25,2017,E3030B/SW6020A,Aluminum,0.044,Y,,0.002,0.044,D,N,,mg/L,L1935741,226048273,226048885
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SPRING,5/25/2017,5,25,2017,E3030B/SW6020A,Arsenic,0.00015,Y,,0.0001,0.00015,D,N,,mg/L,L1935741,226048273,226048885
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SPRING,5/25/2017,5,25,2017,E3030B/SW6020A,Copper,0.00049,Y,,0.0002,0.00049,D,N,,mg/L,L1935741,226048273,226048885
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SPRING,5/25/2017,5,25,2017,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1935741,226048273,226048885
